Item Details,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Jan,Feb,Mar,Total Qty.
GOODHOME AFR DREAMS OF DEW 75G,0.0,0.0,48.0,96.0,193.0,99.0,197.0,124.0,137.0,79.0,70.0,82.0,1125.0
GOODHOME AFR FLORAL FANTACY 50,0.0,0.0,72.0,72.0,132.0,72.0,108.0,144.0,216.0,60.0,54.0,36.0,966.0
GOODHOME AFR FLORAL FANTACY 75,0.0,0.0,95.0,48.0,138.0,96.0,130.0,141.0,106.0,11.0,48.0,72.0,885.0
GOODHOME AFR Jasmine 55/,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
GOODHOME AFR Rose 55/,0.0,0.0,0.0,24.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,45.0
GOODHOME AFR WHISPERS OF PASSION,0.0,0.0,36.0,48.0,144.0,72.0,292.0,119.0,168.0,84.0,48.0,78.0,1089.0
GOODHOME AFR WHISPERS OF PASSION 55/,0.0,0.0,108.0,66.0,168.0,114.0,168.0,96.0,108.0,42.0,48.0,78.0,996.0
GOODHOME Drain Cleanser 50g,0.0,0.0,160.0,178.0,296.0,0.0,152.0,280.0,297.0,466.0,166.0,309.0,2304.0
GOODHOME RF Dream of Dew Lavender 160GMS,0.0,0.0,0.0,12.0,0.0,54.0,82.0,31.0,30.0,41.0,37.0,36.0,323.0
GOODHOME RF FLORAL Fantacy,0.0,0.0,0.0,0.0,0.0,48.0,76.0,31.0,24.0,18.0,11.0,23.0,231.0
GOODHOME RF JASMINE 160GMS,0.0,0.0,0.0,12.0,0.0,0.0,6.0,1.0,0.0,0.0,17.0,7.0,43.0
GOODHOME RF PASSION -ROSE 160GMS,0.0,0.0,0.0,12.0,6.0,24.0,94.0,41.0,67.0,36.0,41.0,43.0,364.0
GOODHOME RF SANDAL 160GMS,0.0,0.0,0.0,12.0,6.0,6.0,0.0,6.0,3.0,0.0,12.0,13.0,58.0
GOODHOME SCRUB PAD 2+1 30/-,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
GOODHOME SCRUB PAD 2-IN-1,0.0,0.0,144.0,240.0,204.0,1584.0,632.0,480.0,528.0,497.0,96.0,48.0,4453.0
GOODHOME SCRUB PAD LARGE COMBI 40//,0.0,0.0,0.0,0.0,0.0,852.0,1431.0,432.0,332.0,0.0,0.0,888.0,3923.0
GOODHOME SCRUB PAD REGULAR LARGE 14 X 10,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,0.0,0.0,5.0,25.0
GOODHOME SCRUB PAD TOUGH 7.5 X 7.5,0.0,0.0,96.0,192.0,144.0,1392.0,778.0,634.0,586.0,255.0,139.0,80.0,4296.0
GOODHOME SS SCRUBBER,0.0,0.0,816.0,732.0,1900.0,792.0,2472.0,888.0,1466.0,1584.0,1128.0,1632.0,13410.0
GOODHOME UNBLOX 50GMS,0.0,0.0,0.0,0.0,76.0,12.0,0.0,0.0,30.0,18.0,6.0,0.0,142.0
He Body Prf  Power 122 ml,162.0,48.0,11.0,91.0,21.0,66.0,129.0,77.0,455.0,46.0,21.0,0.0,1127.0
He Body Prf Force 120 ml,63.0,30.0,48.0,66.0,33.0,0.0,95.0,176.0,156.0,32.0,21.0,0.0,720.0
He Body Spray (2+1) 150ml 360/-,0.0,0.0,0.0,16.0,7.0,35.0,35.0,14.0,13.0,36.0,12.0,0.0,168.0
He Body Spray Arctic No-Gas 122 ml,69.0,30.0,30.0,84.0,6.0,71.0,44.0,50.0,3.0,48.0,0.0,0.0,435.0
He Body Spray Hypnotic No-Gas 122 ml,0.0,48.0,0.0,0.0,0.0,96.0,0.0,0.0,1.0,0.0,0.0,0.0,145.0
He Body Spray Innovator 150 ml,208.0,74.0,110.0,151.0,755.0,305.0,125.0,197.0,601.0,187.0,21.0,0.0,2734.0
He Body Spray Lagon No-Gas 122 ml,34.0,32.0,28.0,153.0,728.0,0.0,9.0,0.0,15.0,9.0,28.0,0.0,1036.0
He Body Spray Passion No-Gas 122 ml,109.0,87.0,0.0,30.0,45.0,21.0,0.0,39.0,30.0,24.0,3.0,0.0,388.0
He On The Go Face Wash 50 gm,76.0,29.0,27.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
He Perfume Body Spray 150ml(2+1),112.0,45.0,42.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,217.0
He Perfumed Body Spray (Magician) 150 ml,15.0,59.0,20.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,97.0
He Perfumed Body Spray (Respect) 150 m,118.0,101.0,162.0,181.0,561.0,102.0,151.0,158.0,774.0,377.0,87.0,34.0,2806.0
He Perfumed Body Spray (Ruler) 150 ml,21.0,15.0,36.0,0.0,0.0,6.0,6.0,0.0,14.0,6.0,0.0,0.0,103.0
He Perfumed Body Spray (Smart) 150 ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0
He PerfumedBody Spray (Conqueror) 150ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Himani Fast Relief  23ML,24.0,15.0,13.0,58.0,67.0,29.0,29.0,34.0,47.0,18.0,0.0,0.0,334.0
Himani Fast Relief  45ML,101.0,78.0,7.0,72.0,36.0,186.0,102.0,0.0,120.0,126.0,23.0,0.0,851.0
JO Almond&Cr Soap 100gm*5 70/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
JO Almond&Cr Soap 150gm*4 100/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0
JO Almond&Cream Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,60.0
JO Lime Soap 100gm*5 70/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
JO Lime Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,36.0
JO Lime Soap 150gm*4 100/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0
JO Neem&Tulsi Soap 100gm*5 70/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
JO Neen&Tulsi Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
JO Rose&Cream Soap 150gm*4 100/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0
JO Sandal Soap 100gm*5 70/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0
JO Sandal Soap 100gm*8 110/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0
KK CN Oil 200ml+100ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
KK Oil 100ml+20ml,167.0,293.0,218.0,245.0,870.0,299.0,367.0,310.0,483.0,426.0,60.0,0.0,3738.0
KK Oil 200ml+100ml,161.0,1805.0,63.0,474.0,915.0,396.0,579.0,227.0,238.0,232.0,88.0,0.0,5178.0
KK Shampoo 100+20,60.0,44.0,68.0,9.0,464.0,25.0,7.0,0.0,1.0,0.0,0.0,0.0,678.0
KK Shampoo 200+100,82.0,76.0,41.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0
KK Shampoo Ayu 200 ml 120/-,0.0,0.0,0.0,93.0,90.0,324.0,37.0,224.0,99.0,70.0,66.0,0.0,1003.0
KK Shampoo -Ayu 340ml 200/-,0.0,0.0,0.0,48.0,100.0,353.0,89.0,167.0,88.0,95.0,0.0,0.0,940.0
KK Shampoo Ayu-80ml,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,12.0,0.0,60.0
KLF Coconad Cocunut Milk 400ml,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,24.0,0.0,48.0,72.0,240.0
KLF Coconad Milk Powder 100g,36.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0
KLF Coconad Oil 500ml Pet,96.0,195.0,202.0,260.0,348.0,232.0,266.0,479.0,223.0,268.0,260.0,386.0,3215.0
KLF Coconut Oil 1 Ltr (P),80.0,60.0,140.0,0.0,40.0,59.0,199.0,98.0,120.0,72.0,68.0,100.0,1036.0
KLF Coconut Oil 1 Ltr Pet,32.0,237.0,44.0,169.0,260.0,150.0,303.0,68.0,116.0,309.0,336.0,168.0,2192.0
KLF Coconut Oil 250 ml Pet,0.0,0.0,21.0,0.0,0.0,123.0,0.0,0.0,6.0,0.0,0.0,0.0,150.0
KLF Coconut Oil 500ml Pet.OLD,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
KLF Coconut Water 200ml,1116.0,984.0,870.0,738.0,720.0,528.0,1008.0,1140.0,294.0,0.0,150.0,336.0,7884.0
KLF Nirmal Coconut  Oil 1 Ltr Can,40.0,6.0,0.0,20.0,80.0,45.0,20.0,40.0,40.0,0.0,20.0,0.0,311.0
KLF Nirmal Coconut  Oil 500ml Can,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,12.0,0.0,84.0,0.0,264.0
KLF Nirmal Coconut Oil 500ml (P),0.0,0.0,0.0,12.0,0.0,99.0,0.0,84.0,0.0,210.0,0.0,0.0,405.0
KLF Nirmal Virgin 250ml Bt,96.0,72.0,36.0,77.0,57.0,118.0,98.0,73.0,54.0,106.0,49.0,139.0,975.0
KLF Nirmal Virgin 500ml GB-NN,0.0,0.0,0.0,0.0,0.0,0.0,120.0,48.0,48.0,12.0,24.0,12.0,264.0
KLF Nirmal Virgin 500ml GBWM,0.0,0.0,12.0,12.0,24.0,40.0,32.0,19.0,19.0,31.0,28.0,15.0,232.0
KLF Nirmal Virgin Coconut Oil 250ml GB,0.0,0.0,64.0,64.0,48.0,16.0,0.0,16.0,24.0,0.0,0.0,0.0,232.0
KLF Nirmal Virgin Coconut Oil 250ml NN,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,36.0
KLF Nirmal Virgin Coconut Oil 500ml Bt,48.0,24.0,54.0,89.0,48.0,19.0,21.0,12.0,10.0,0.0,16.0,30.0,371.0
KLF Nirmal Virgin Oil 1 Ltr Can,0.0,0.0,0.0,0.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,0.0,60.0
KLF Tilnad Oil 1000ml (P),60.0,37.0,80.0,20.0,120.0,0.0,138.0,137.0,60.0,0.0,60.0,80.0,792.0
KLF Tilnad Oil 1Ltr Pet,0.0,0.0,0.0,0.0,0.0,0.0,80.0,100.0,80.0,80.0,60.0,40.0,440.0
KLF Tilnad Oil 200ml Pet,0.0,0.0,0.0,0.0,0.0,0.0,40.0,32.0,31.0,112.0,96.0,73.0,384.0
KLF Tilnad Oil 500ml (P),0.0,40.0,0.0,0.0,0.0,0.0,24.0,28.0,40.0,80.0,52.0,80.0,344.0
KLF Tilnad Oil 500ml Pet,0.0,0.0,0.0,0.0,0.0,0.0,108.0,6.0,36.0,72.0,92.0,72.0,386.0
Laser 3 Reflex 4+4 Razor 120/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0
Laser Control 3 Advance RC R+4 60/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,72.0
Laser Patels 3 BC 4 120/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,192.0
Laser Sport 2 Pch 5 70/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0
Laser Sport 3 Pch 10 Menthol 200/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0
Laser Sport 3 Pch 5*2 100/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,601.0
Lion Arabian Seeded Dates 250gm (1+1),0.0,0.0,0.0,540.0,30.0,340.0,80.0,72.0,141.0,372.0,374.0,684.0,2633.0
Lion Arabian Seeded Dates 500gm (1+1),0.0,1000.0,2000.0,520.0,0.0,640.0,220.0,471.0,423.0,700.0,900.0,331.0,7205.0
Lion Buman Dates 500gm,0.0,0.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,0.0,42.0,42.0,187.0
Lion Dates Jam 500gm Combo,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,24.0,42.0
Lion Dates Syrup 1000gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0
Lion Dates Syrup 250gm,0.0,36.0,12.0,0.0,0.0,72.0,77.0,48.0,61.0,74.0,93.0,96.0,569.0
Lion Dates Syrup 500gm,0.0,60.0,33.0,50.0,37.0,112.0,25.0,65.0,166.0,99.0,334.0,132.0,1113.0
Lion Dates Syrup 800gm,0.0,0.0,0.0,0.0,0.0,3.0,6.0,25.0,0.0,0.0,28.0,25.0,87.0
Lion Delicasy Dates 500gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0
Lion Deseeded Dates 200gm,0.0,84.0,34.0,0.0,120.0,600.0,118.0,126.0,0.0,138.0,96.0,282.0,1598.0
Lion Deseeded Dates 200gm Refill,0.0,0.0,0.0,120.0,0.0,12.0,180.0,204.0,426.0,216.0,240.0,144.0,1542.0
Lion Deseeded Dates 500gm,0.0,96.0,220.0,778.0,405.0,535.0,1071.0,624.0,486.0,617.0,736.0,530.0,6098.0
Lion Deseeded Dates 500gm Cup,0.0,0.0,0.0,0.0,0.0,45.0,225.0,45.0,900.0,45.0,297.0,173.0,1730.0
Lion Desert King Dates 250gm Cup,0.0,72.0,0.0,72.0,0.0,156.0,59.0,84.0,180.0,120.0,249.0,288.0,1280.0
Lion Desert King Dates 500gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,118.0
Lion Desert King Dates 500gm Cup,0.0,89.0,72.0,62.0,114.0,171.0,167.0,327.0,150.0,306.0,252.0,249.0,1959.0
Lion Honey 400gm Combo,0.0,0.0,0.0,0.0,0.0,54.0,36.0,0.0,0.0,0.0,0.0,36.0,126.0
Lion Kimjo Dates 500gm Cup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,48.0
Lion Mix Fruit Jam 250gm Combo,0.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,24.0,0.0,264.0,288.0,839.0
Lion Mix Fruit Jam 500gm Combo,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,24.0,60.0,192.0
Lion Muscat Dates 500gm Refill,0.0,0.0,0.0,80.0,0.0,80.0,0.0,80.0,80.0,80.0,88.0,104.0,592.0
Lion Seeded Dates 250gm (1+1),0.0,0.0,0.0,0.0,0.0,6.0,42.0,0.0,30.0,108.0,381.0,30.0,597.0
Lion Seeded Dates 500gm,0.0,500.0,0.0,0.0,0.0,625.0,224.0,12.0,360.0,1600.0,1240.0,0.0,4561.0
Lion Seeded Dates 500gm (1+1),0.0,720.0,80.0,0.0,184.0,377.0,0.0,268.0,0.0,0.0,699.0,946.0,3274.0
Malai Keshar Cold Cream 100 ml,18.0,0.0,6.0,0.0,6.0,0.0,44.0,42.0,36.0,72.0,0.0,0.0,224.0
Malai Keshar Cold Cream 60 ml,12.0,0.0,18.0,0.0,0.0,0.0,3.0,87.0,72.0,144.0,0.0,0.0,336.0
Marketing Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Aloevera Wax 700gm,60.0,3.0,18.0,38.0,30.0,0.0,93.0,28.0,12.0,6.0,0.0,0.0,226.0
Megha Alovera Wax 250gm,63.0,12.0,77.0,12.0,0.0,0.0,0.0,88.0,62.0,38.0,0.0,0.0,328.0
Megha Banana Wax 250gm,0.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0
Megha Banana Wax 700gm,6.0,12.0,0.0,0.0,6.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,33.0
Megha Chocolate  Wax 250gm,120.0,6.0,61.0,0.0,11.0,0.0,0.0,64.0,107.0,38.0,0.0,2.0,409.0
Megha Chocolate Wax 700gm,50.0,18.0,54.0,36.0,0.0,28.0,120.0,56.0,6.0,6.0,0.0,0.0,335.0
Megha Cold Wax 700gm,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0
Megha Fruity  Wax 250gm,36.0,12.0,60.0,54.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0
Megha Fruity Wax 700gm,0.0,12.0,0.0,20.0,12.0,0.0,30.0,43.0,0.0,0.0,0.0,0.0,87.0
Megha Gold Wax 250gm,42.0,18.0,72.0,18.0,4.0,21.0,48.0,88.0,0.0,0.0,0.0,3.0,314.0
Megha Gold Wax 700gm,6.0,12.0,0.0,0.0,6.0,4.0,45.0,31.0,0.0,0.0,0.0,0.0,103.0
Megha Hair Colour 15gm Black,275.0,32.0,74.0,48.0,108.0,63.0,108.0,4.0,8.0,24.0,59.0,0.0,783.0
Megha Hair Colour 15gm Brown,127.0,28.0,74.0,24.0,80.0,80.0,80.0,4.0,8.0,8.0,72.0,0.0,580.0
Megha Hair Colour 15gm Burgundy,48.0,4.0,0.0,0.0,12.0,0.0,2.0,0.0,0.0,8.0,8.0,0.0,77.92
Megha Hair Colour 40gm Black 180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,8773.0,12373.0
Megha Hair Colour 40gm Black 60,307.0,219.0,281.84,309.0,253.5,236.38,369.0,302.0,310.0,301.0,327.0,165.0,3380.72
Megha Hair Colour 40gm Brown 180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1440.0,3335.0,4775.0
Megha Hair Colour 40gm Brown 60,146.0,115.0,140.0,142.0,105.0,118.37,175.0,105.6,116.0,142.0,151.0,64.0,1519.97
Megha Hair Colour 40gm Burgundy 60,17.0,19.0,9.0,16.0,12.0,10.0,22.0,12.0,3.0,13.0,5.0,6.0,144.0
Megha Hair Colour 40gm D Brown 180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,540.0
Megha Hair Colour 40gm D Brown 60,53.0,35.0,26.0,60.0,35.0,51.0,75.0,42.0,58.0,51.0,44.0,39.0,569.0
Megha Hair Removing Cream-Alovera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,60.0,0.0,636.0
Megha Hair Removing Cream-Lime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,96.0,0.0,672.0
Megha Hair Removing Cream-Sandal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,576.0,72.0,0.0,648.0
Megha Hot Wax 250gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Hot Wax 700gm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Mehndi Cone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megha Milky  Wax 250gm,129.0,0.0,12.0,0.0,0.0,54.0,0.0,0.0,152.0,38.0,0.0,26.0,411.0
Megha Milky Wax 700gm,121.0,0.0,106.0,44.0,30.0,42.0,81.0,23.0,18.0,30.0,0.0,0.0,487.0
Megha Rosewine Wax 700gm,18.0,15.0,2.0,6.0,12.0,0.0,12.0,54.0,0.0,0.0,0.0,0.0,69.0
Megha Strawberry Wax 250gm,12.0,6.0,15.0,36.0,56.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0
Megha Strawberry Wax 700gm,26.0,15.0,8.0,6.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,76.0
Megha White Chocolate Wax 700gm,128.0,30.0,54.0,42.0,0.0,0.0,93.0,20.0,84.0,6.0,0.0,0.0,414.0
Megha White Wax 250gm,39.0,24.0,24.0,24.0,9.0,0.0,0.0,0.0,162.0,30.0,0.0,6.0,318.0
Menthoplus Balm 9ml,18.0,42.0,12.0,33.0,6.0,44.0,12.0,18.0,34.0,9.0,48.0,3.0,279.0
Moods Allnight 12's,318.0,0.0,6.0,438.0,120.0,500.0,0.0,0.0,300.0,184.0,4.0,0.0,1870.0
MOODS ALLNIGHT 20's 140/-,11.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,47.0
MOODS ALOE 12's 100/-,120.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,0.0,384.0
MOODS CHOCO 12's 100/-,350.0,0.0,20.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,814.0
MOODS DOTTED 12's 100/-,330.0,0.0,6.0,440.0,120.0,0.0,0.0,0.0,300.0,204.0,12.0,12.0,1424.0
MOODS DOTTED 20's 140/-,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
Moods Electrify 3's 50/,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,270.0,0.0,0.0,770.0
MOODS FEMALE CONDOM  VELVET20's 100/-,26.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0
MOODS LUBES NATURAL 60ML 260/-,0.0,0.0,72.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,120.0
MOODS MELANGE 12's 100/-,328.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,963.0
MOODS RIBBED 12's 100/-,360.0,0.0,20.0,545.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,937.0
Moods Silver 1500 Dots 12's Scented 150/,57.0,5.0,93.0,248.0,105.0,49.0,39.0,36.0,13.0,2.0,0.0,0.0,647.0
